Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,61,1,28.0,0,1-2 Year,Yes,28428.0,124.0,294,0
Female,22,1,16.0,1,< 1 Year,No,26812.0,152.0,102,0
Female,24,1,29.0,1,< 1 Year,No,50529.0,152.0,134,0
Male,45,1,28.0,0,1-2 Year,Yes,26504.0,124.0,296,0
Female,25,1,50.0,1,< 1 Year,No,30577.0,152.0,98,0
Female,74,1,49.0,0,1-2 Year,No,29016.0,26.0,30,0
Male,43,1,28.0,0,> 2 Years,Yes,41201.0,124.0,73,1
Female,41,1,3.0,1,1-2 Year,No,2630.0,26.0,261,0
Male,46,1,2.0,1,1-2 Year,No,18422.0,26.0,239,0
Female,38,1,28.0,0,> 2 Years,Yes,2630.0,122.0,217,0
Female,21,1,36.0,0,< 1 Year,Yes,32613.0,160.0,49,0
Female,60,1,8.0,1,1-2 Year,No,69995.0,152.0,38,0
Male,51,1,23.0,1,1-2 Year,No,21066.0,124.0,279,0
Male,45,1,8.0,0,1-2 Year,No,41612.0,124.0,179,0
Male,23,1,46.0,1,< 1 Year,No,46983.0,152.0,75,0
Female,59,1,28.0,1,1-2 Year,No,26982.0,26.0,237,0
Male,29,1,46.0,1,< 1 Year,No,27413.0,26.0,157,0
Female,29,1,9.0,1,< 1 Year,No,37742.0,152.0,74,0
Male,64,1,22.0,0,1-2 Year,Yes,40116.0,124.0,293,0
Female,30,1,3.0,0,< 1 Year,Yes,29492.0,152.0,174,1
Female,26,1,41.0,1,< 1 Year,No,32804.0,152.0,171,0
Female,25,1,29.0,1,< 1 Year,No,43769.0,152.0,138,0
Female,27,1,35.0,1,< 1 Year,No,26382.0,152.0,298,0
Male,72,1,37.0,0,1-2 Year,Yes,29619.0,26.0,121,0
Male,34,1,28.0,0,1-2 Year,Yes,47203.0,124.0,45,1
Male,23,1,8.0,1,< 1 Year,No,24087.0,160.0,35,0
Female,49,1,28.0,1,1-2 Year,Yes,37819.0,158.0,296,0
Male,54,1,28.0,1,1-2 Year,No,41653.0,26.0,239,0
Female,27,1,8.0,1,< 1 Year,No,42083.0,152.0,231,0
Female,45,1,28.0,1,1-2 Year,No,38718.0,124.0,244,0
Female,41,1,15.0,0,1-2 Year,Yes,22360.0,26.0,249,1
Female,27,1,2.0,1,< 1 Year,No,30561.0,152.0,29,0
Male,22,1,25.0,0,< 1 Year,No,29151.0,152.0,138,0
Male,41,1,44.0,1,1-2 Year,No,33685.0,124.0,240,0
Female,23,1,28.0,1,< 1 Year,Yes,36380.0,152.0,165,0
Female,29,1,10.0,1,< 1 Year,No,29348.0,152.0,162,0
Male,26,1,46.0,0,< 1 Year,Yes,40451.0,152.0,17,0
Male,25,1,49.0,0,< 1 Year,No,16438.0,152.0,173,0
Female,38,1,8.0,0,1-2 Year,Yes,41998.0,124.0,10,0
Male,31,1,48.0,0,1-2 Year,Yes,33120.0,163.0,244,1
Female,26,1,41.0,1,< 1 Year,No,30668.0,152.0,252,0
Female,62,1,46.0,0,1-2 Year,Yes,2630.0,157.0,230,0
Male,59,1,28.0,0,1-2 Year,Yes,42764.0,122.0,238,0
Female,24,1,29.0,0,< 1 Year,Yes,2630.0,152.0,152,0
Female,24,1,33.0,1,< 1 Year,No,26665.0,152.0,287,0
Female,65,1,28.0,0,1-2 Year,Yes,24557.0,55.0,262,0
Male,39,1,8.0,0,1-2 Year,Yes,45238.0,124.0,75,0
Male,30,1,46.0,1,< 1 Year,No,30426.0,152.0,99,0
Male,29,1,41.0,1,< 1 Year,No,32481.0,152.0,73,0
Female,59,1,11.0,0,1-2 Year,Yes,2630.0,156.0,283,0
Male,24,1,33.0,0,< 1 Year,Yes,34551.0,152.0,259,0
Female,46,1,28.0,0,1-2 Year,Yes,50041.0,26.0,155,1
Male,71,1,28.0,0,1-2 Year,No,40140.0,26.0,258,0
Female,36,1,41.0,0,1-2 Year,Yes,30362.0,12.0,111,0
Male,56,1,36.0,0,1-2 Year,Yes,35818.0,4.0,90,0
Male,23,1,12.0,1,< 1 Year,No,2630.0,26.0,59,0
Male,42,1,28.0,0,1-2 Year,Yes,32573.0,124.0,217,0
Male,25,1,37.0,0,< 1 Year,No,31299.0,152.0,298,0
Female,24,1,46.0,1,< 1 Year,No,28376.0,152.0,63,0
Male,59,1,33.0,1,1-2 Year,No,35933.0,26.0,223,0
Female,23,1,15.0,1,< 1 Year,No,20649.0,152.0,267,0
Female,24,1,6.0,1,< 1 Year,No,22542.0,152.0,263,0
Male,22,1,15.0,0,< 1 Year,Yes,29235.0,160.0,47,0
Female,33,1,28.0,0,< 1 Year,Yes,34885.0,26.0,202,0
Female,31,1,28.0,0,1-2 Year,Yes,53860.0,122.0,13,0
Female,45,1,26.0,0,1-2 Year,Yes,30951.0,160.0,54,0
Male,23,1,35.0,1,< 1 Year,No,36858.0,152.0,36,0
Male,63,1,8.0,1,1-2 Year,No,33559.0,26.0,103,0
Male,28,1,35.0,1,< 1 Year,No,30941.0,152.0,213,0
Female,24,1,29.0,1,< 1 Year,No,35086.0,152.0,249,0
Female,48,1,30.0,0,1-2 Year,Yes,2630.0,156.0,82,1
Male,51,1,48.0,1,1-2 Year,No,2630.0,124.0,267,0
Male,20,1,28.0,1,< 1 Year,No,30992.0,160.0,264,0
Male,48,1,46.0,0,1-2 Year,Yes,42865.0,124.0,104,0
Male,23,1,11.0,1,< 1 Year,No,29665.0,152.0,262,0
Male,49,1,15.0,1,1-2 Year,No,27647.0,26.0,207,0
Male,28,1,46.0,1,< 1 Year,No,25337.0,152.0,273,0
Male,29,1,46.0,0,< 1 Year,No,26024.0,124.0,181,0
Female,66,1,30.0,0,1-2 Year,Yes,25015.0,152.0,161,0
Female,25,1,8.0,1,< 1 Year,No,28485.0,160.0,247,0
Female,25,1,28.0,1,< 1 Year,No,38419.0,152.0,279,0
Male,51,1,38.0,0,1-2 Year,Yes,24532.0,122.0,211,1
Male,39,1,18.0,0,1-2 Year,Yes,54217.0,124.0,264,0
Female,28,1,3.0,1,< 1 Year,No,21468.0,152.0,286,0
Male,49,1,28.0,1,1-2 Year,No,31205.0,26.0,124,0
Male,31,1,41.0,0,< 1 Year,Yes,2630.0,156.0,57,0
Female,53,1,47.0,0,1-2 Year,Yes,40307.0,124.0,249,0
Male,47,1,28.0,1,1-2 Year,No,44730.0,124.0,227,0
Female,23,1,28.0,0,< 1 Year,Yes,48718.0,152.0,196,0
Male,24,1,8.0,1,< 1 Year,No,59765.0,152.0,226,0
Male,24,1,18.0,0,< 1 Year,Yes,26800.0,152.0,210,0
Male,25,1,11.0,1,< 1 Year,No,40910.0,152.0,112,0
Male,40,1,39.0,0,1-2 Year,Yes,29700.0,26.0,243,0
Male,65,1,8.0,0,1-2 Year,Yes,36746.0,3.0,252,0
Female,55,1,28.0,0,1-2 Year,Yes,57143.0,26.0,60,0
Male,37,1,36.0,0,1-2 Year,Yes,35910.0,26.0,146,0
Female,46,1,28.0,0,1-2 Year,Yes,44585.0,26.0,99,0
Female,23,1,28.0,1,< 1 Year,No,59975.0,152.0,129,0
Female,24,1,11.0,1,< 1 Year,No,27198.0,152.0,206,0
Female,52,1,28.0,1,1-2 Year,No,25864.0,124.0,287,0
Male,46,1,36.0,0,1-2 Year,Yes,28957.0,124.0,274,0
Female,42,1,45.0,0,1-2 Year,Yes,2630.0,124.0,212,0
Male,25,1,3.0,1,< 1 Year,No,25955.0,152.0,86,0
Male,24,1,28.0,1,< 1 Year,No,53518.0,152.0,195,0
Male,24,1,49.0,0,< 1 Year,Yes,2630.0,151.0,62,0
Female,55,1,9.0,0,1-2 Year,Yes,27108.0,26.0,247,0
Female,25,1,33.0,1,< 1 Year,Yes,2630.0,152.0,289,0
Male,44,1,5.0,0,1-2 Year,Yes,2630.0,26.0,65,0
Male,23,1,6.0,1,< 1 Year,No,30458.0,151.0,247,0
Male,24,1,39.0,0,< 1 Year,Yes,2630.0,124.0,43,1
Female,29,1,2.0,0,< 1 Year,Yes,25584.0,152.0,202,0
Female,66,1,50.0,1,1-2 Year,No,38266.0,124.0,155,0
Female,25,1,44.0,0,< 1 Year,No,50277.0,152.0,107,0
Male,44,1,41.0,0,1-2 Year,Yes,26349.0,124.0,228,0
Male,48,1,28.0,0,1-2 Year,Yes,30026.0,125.0,42,0
Female,26,1,28.0,1,< 1 Year,No,30689.0,152.0,21,0
Male,23,1,41.0,1,< 1 Year,No,40072.0,152.0,223,0
Male,47,1,28.0,0,1-2 Year,Yes,43455.0,61.0,232,0
Female,33,1,0.0,0,1-2 Year,No,2630.0,60.0,191,0
Female,21,1,47.0,0,< 1 Year,Yes,24829.0,160.0,39,0
Male,20,1,8.0,1,< 1 Year,No,35415.0,160.0,160,0
Male,40,1,14.0,0,1-2 Year,Yes,30405.0,26.0,138,1
Male,44,1,0.0,1,1-2 Year,No,2630.0,26.0,37,0
Female,30,1,0.0,1,< 1 Year,No,2630.0,152.0,125,0
Male,39,1,28.0,0,1-2 Year,Yes,37665.0,124.0,197,0
Male,49,1,24.0,0,1-2 Year,Yes,2630.0,156.0,152,0
Male,24,1,8.0,1,< 1 Year,No,36538.0,152.0,126,0
Male,67,1,28.0,1,1-2 Year,No,2630.0,122.0,203,0
Male,47,1,50.0,1,1-2 Year,No,2630.0,124.0,177,0
Male,70,1,8.0,1,1-2 Year,No,125643.0,124.0,260,0
Male,62,1,18.0,0,1-2 Year,No,28714.0,26.0,131,0
Male,22,1,40.0,0,< 1 Year,Yes,2630.0,152.0,160,0
Male,28,1,2.0,1,< 1 Year,Yes,30139.0,152.0,186,0
Female,24,1,20.0,1,< 1 Year,No,2630.0,152.0,278,0
Female,26,1,46.0,1,< 1 Year,No,2630.0,156.0,26,0
Male,36,1,28.0,0,1-2 Year,Yes,38234.0,122.0,162,0
Female,23,1,9.0,0,< 1 Year,Yes,2630.0,152.0,176,0
Male,45,1,47.0,1,1-2 Year,No,35219.0,124.0,95,0
Female,28,1,30.0,0,< 1 Year,Yes,23274.0,152.0,173,0
Female,32,1,23.0,1,< 1 Year,No,41245.0,152.0,77,0
Male,24,1,8.0,1,< 1 Year,No,41403.0,152.0,59,0
Female,23,1,30.0,1,< 1 Year,No,27133.0,152.0,171,0
Female,25,1,15.0,1,< 1 Year,No,33918.0,152.0,214,0
Male,55,1,8.0,0,1-2 Year,Yes,53721.0,26.0,210,1
Male,43,1,28.0,1,1-2 Year,No,34115.0,26.0,156,0
Male,21,1,8.0,0,< 1 Year,Yes,26352.0,160.0,24,0
Female,25,1,35.0,1,< 1 Year,No,30840.0,152.0,266,0
Male,38,1,28.0,1,1-2 Year,No,27770.0,29.0,268,0
Female,39,1,50.0,0,1-2 Year,Yes,35477.0,4.0,280,0
Female,24,1,43.0,1,< 1 Year,No,25981.0,152.0,71,0
Female,23,1,50.0,1,< 1 Year,No,27623.0,152.0,183,0
Female,42,1,28.0,0,1-2 Year,Yes,47097.0,26.0,215,1
Female,46,1,28.0,0,1-2 Year,Yes,2630.0,156.0,24,1
Male,43,1,28.0,0,1-2 Year,Yes,44014.0,124.0,287,1
Male,72,1,28.0,0,1-2 Year,Yes,40961.0,26.0,124,0
Female,21,1,28.0,0,< 1 Year,Yes,39597.0,154.0,129,0
Female,37,1,28.0,0,1-2 Year,Yes,40689.0,26.0,267,1
Female,23,1,29.0,1,< 1 Year,No,39352.0,152.0,178,0
Female,45,1,28.0,0,1-2 Year,Yes,2630.0,157.0,112,1
Female,57,1,28.0,0,1-2 Year,Yes,48136.0,157.0,139,0
Male,51,1,28.0,0,1-2 Year,Yes,2630.0,124.0,284,1
Female,21,1,17.0,1,< 1 Year,No,28952.0,152.0,192,0
Male,23,1,41.0,1,< 1 Year,No,36482.0,152.0,29,0
Female,30,1,44.0,1,< 1 Year,No,23988.0,152.0,289,0
Female,23,1,30.0,0,< 1 Year,Yes,32975.0,152.0,37,0
Male,47,1,28.0,1,1-2 Year,No,41177.0,52.0,16,0
Male,22,1,41.0,0,< 1 Year,Yes,55839.0,152.0,82,0
Male,28,1,8.0,0,1-2 Year,Yes,41417.0,124.0,118,0
Male,77,1,33.0,1,1-2 Year,No,36435.0,26.0,159,0
Male,38,1,1.0,1,1-2 Year,No,2630.0,124.0,70,0
Female,70,1,8.0,1,1-2 Year,No,34844.0,26.0,129,0
Female,21,1,6.0,0,< 1 Year,Yes,22189.0,152.0,273,0
Female,42,1,11.0,0,1-2 Year,Yes,2630.0,124.0,170,0
Female,20,1,35.0,1,< 1 Year,No,21359.0,160.0,228,0
Male,22,1,12.0,0,< 1 Year,Yes,31786.0,160.0,215,0
Male,40,1,46.0,1,1-2 Year,No,56770.0,124.0,149,0
Male,63,1,28.0,0,1-2 Year,Yes,70032.0,124.0,46,0
Male,40,1,8.0,1,1-2 Year,Yes,2630.0,160.0,172,0
Female,22,1,8.0,1,< 1 Year,No,40908.0,152.0,225,0
Female,61,1,24.0,1,1-2 Year,No,2630.0,157.0,164,0
Male,24,1,2.0,0,< 1 Year,Yes,37180.0,152.0,37,0
Male,27,1,3.0,0,< 1 Year,Yes,36517.0,152.0,248,1
Male,40,1,18.0,0,< 1 Year,No,2630.0,1.0,69,0
Female,46,1,39.0,0,1-2 Year,Yes,52294.0,22.0,53,0
Male,47,1,15.0,0,1-2 Year,Yes,35215.0,124.0,151,1
Male,41,1,28.0,0,> 2 Years,Yes,2630.0,26.0,77,1
Male,35,1,4.0,0,1-2 Year,Yes,2630.0,157.0,200,0
Male,23,1,8.0,1,< 1 Year,No,32854.0,152.0,150,0
Female,64,1,28.0,0,1-2 Year,Yes,39037.0,26.0,203,0
Male,53,1,23.0,0,1-2 Year,Yes,38677.0,124.0,192,0
Female,48,1,28.0,0,1-2 Year,No,36189.0,26.0,179,0
Female,72,1,28.0,0,1-2 Year,Yes,34694.0,26.0,225,0
Male,42,1,12.0,0,1-2 Year,Yes,25775.0,124.0,286,1
Female,54,1,3.0,0,1-2 Year,Yes,2630.0,26.0,148,0
Female,28,1,26.0,1,< 1 Year,No,26237.0,152.0,232,0
Female,24,1,46.0,1,< 1 Year,No,24050.0,152.0,295,0
Male,53,1,23.0,0,1-2 Year,Yes,23662.0,150.0,66,1
Female,50,1,13.0,0,1-2 Year,Yes,27213.0,124.0,164,0
Male,45,1,28.0,1,1-2 Year,No,35096.0,152.0,108,0
Male,31,1,28.0,0,1-2 Year,No,64679.0,26.0,42,0
Female,64,1,28.0,1,1-2 Year,No,34172.0,124.0,90,0
Female,52,1,28.0,0,> 2 Years,Yes,40868.0,26.0,140,0
Female,23,1,3.0,0,< 1 Year,Yes,38965.0,26.0,66,0
Male,20,1,36.0,0,< 1 Year,Yes,35652.0,160.0,295,0
Male,44,1,49.0,0,1-2 Year,Yes,2630.0,156.0,72,0
Male,56,1,11.0,0,1-2 Year,Yes,43782.0,26.0,140,0
Male,24,1,30.0,1,< 1 Year,No,27240.0,152.0,215,0
Male,47,1,28.0,0,1-2 Year,Yes,34226.0,26.0,293,1
Female,63,1,34.0,1,1-2 Year,No,32771.0,152.0,262,0
Male,48,1,30.0,1,1-2 Year,No,2630.0,122.0,179,0
Female,66,1,28.0,0,1-2 Year,No,2630.0,42.0,283,0
Female,23,1,41.0,0,< 1 Year,Yes,38338.0,152.0,56,0
Female,63,1,40.0,1,1-2 Year,Yes,2630.0,124.0,34,0
Female,25,1,37.0,0,< 1 Year,Yes,30038.0,154.0,143,0
Female,50,1,28.0,0,1-2 Year,Yes,42448.0,26.0,99,1
Female,25,1,4.0,1,< 1 Year,No,38934.0,152.0,297,0
Female,28,1,41.0,0,< 1 Year,Yes,2630.0,156.0,273,0
Male,45,1,28.0,0,1-2 Year,Yes,22838.0,163.0,39,1
Male,40,1,28.0,0,> 2 Years,Yes,35804.0,124.0,135,0
Male,40,1,8.0,0,1-2 Year,Yes,44197.0,26.0,160,0
Male,21,1,13.0,0,< 1 Year,No,34576.0,160.0,291,0
Male,46,1,47.0,0,> 2 Years,Yes,27545.0,26.0,149,0
Female,25,1,18.0,1,< 1 Year,No,27929.0,152.0,158,0
Male,38,1,15.0,0,1-2 Year,Yes,35139.0,124.0,290,1
Male,50,1,43.0,0,1-2 Year,Yes,49794.0,26.0,287,1
Male,21,1,18.0,0,< 1 Year,Yes,36086.0,152.0,186,0
Male,23,1,8.0,0,< 1 Year,No,44618.0,152.0,108,0
Male,26,1,28.0,1,< 1 Year,No,62636.0,152.0,220,0
Male,39,1,24.0,1,1-2 Year,No,31067.0,145.0,11,0
Male,43,1,41.0,0,1-2 Year,No,39793.0,26.0,126,0
Male,35,1,16.0,1,1-2 Year,No,25487.0,152.0,22,0
Female,26,1,41.0,1,< 1 Year,No,36826.0,151.0,296,0
Female,28,1,15.0,1,< 1 Year,No,26390.0,152.0,10,0
Female,51,1,28.0,0,1-2 Year,Yes,2630.0,157.0,104,1
Male,37,1,28.0,0,1-2 Year,Yes,41694.0,124.0,151,0
Female,23,1,8.0,1,< 1 Year,No,26044.0,152.0,66,0
Female,24,1,35.0,1,< 1 Year,No,43529.0,152.0,35,0
Female,70,1,40.0,1,1-2 Year,No,39559.0,26.0,222,0
Male,30,1,50.0,1,< 1 Year,No,43203.0,152.0,73,0
Female,68,1,28.0,1,1-2 Year,No,38470.0,152.0,267,0
Male,29,1,23.0,0,1-2 Year,Yes,30057.0,163.0,142,1
Male,25,1,17.0,0,< 1 Year,Yes,2630.0,152.0,143,0
Female,24,1,8.0,1,< 1 Year,No,48333.0,152.0,60,0
Male,33,1,33.0,1,1-2 Year,No,2630.0,124.0,230,0
Female,66,1,28.0,0,1-2 Year,Yes,33244.0,122.0,161,1
Female,23,1,15.0,0,< 1 Year,No,27838.0,152.0,148,0
Male,49,1,30.0,0,1-2 Year,Yes,40153.0,26.0,152,0
Male,60,1,28.0,0,1-2 Year,Yes,42249.0,26.0,177,1
Male,38,1,29.0,0,> 2 Years,Yes,34742.0,157.0,163,0
Female,22,1,13.0,0,< 1 Year,Yes,27938.0,152.0,172,0
Male,21,1,15.0,0,< 1 Year,No,45797.0,160.0,234,0
Female,26,1,18.0,1,< 1 Year,No,28577.0,152.0,142,0
Male,34,1,46.0,0,1-2 Year,Yes,29108.0,124.0,264,0
Male,63,1,8.0,0,> 2 Years,Yes,43569.0,26.0,55,1
Male,38,1,31.0,1,1-2 Year,No,2630.0,152.0,122,0
Male,27,1,28.0,1,1-2 Year,No,23656.0,124.0,155,0
Female,66,1,28.0,1,1-2 Year,Yes,40916.0,124.0,102,0
Male,44,1,28.0,0,1-2 Year,Yes,35566.0,124.0,122,0
Female,47,1,28.0,0,1-2 Year,Yes,66434.0,147.0,283,0
Male,53,1,14.0,0,1-2 Year,Yes,2630.0,26.0,162,0
Male,33,1,28.0,1,< 1 Year,No,50462.0,152.0,149,0
Female,66,1,29.0,1,1-2 Year,No,45777.0,124.0,281,0
Male,39,1,23.0,1,1-2 Year,No,24042.0,124.0,289,0
Male,22,1,24.0,0,< 1 Year,Yes,27283.0,163.0,92,1
Male,68,1,28.0,1,1-2 Year,No,43030.0,26.0,25,0
Male,66,1,28.0,0,1-2 Year,Yes,28108.0,24.0,180,0
Female,52,0,45.0,1,1-2 Year,No,33283.0,26.0,152,0
Male,28,1,29.0,0,< 1 Year,Yes,30404.0,154.0,145,1
Male,22,1,24.0,0,< 1 Year,Yes,39759.0,152.0,229,0
Male,23,1,10.0,1,< 1 Year,No,38869.0,152.0,295,0
Male,51,1,28.0,1,1-2 Year,No,38717.0,124.0,57,0
Female,21,1,45.0,1,< 1 Year,No,31170.0,152.0,288,0
Male,39,1,28.0,0,1-2 Year,Yes,77603.0,26.0,140,0
Female,24,1,49.0,0,< 1 Year,Yes,27321.0,160.0,14,0
Male,34,1,31.0,1,< 1 Year,No,2630.0,152.0,45,0
Male,50,1,8.0,0,1-2 Year,No,29743.0,124.0,57,0
Male,22,1,46.0,1,< 1 Year,No,36223.0,152.0,294,0
Female,29,1,28.0,1,< 1 Year,No,46401.0,152.0,110,0
Male,74,1,8.0,0,1-2 Year,Yes,41438.0,26.0,50,1
Female,64,1,50.0,1,1-2 Year,No,43414.0,124.0,274,0
Female,72,1,28.0,1,1-2 Year,No,37255.0,125.0,61,0
Female,22,1,30.0,1,< 1 Year,No,30996.0,152.0,268,0
Female,72,1,28.0,0,1-2 Year,Yes,30207.0,26.0,297,0
Male,23,1,8.0,1,< 1 Year,No,62734.0,152.0,100,0
Female,38,1,28.0,0,> 2 Years,Yes,44513.0,55.0,19,1
Male,42,1,8.0,0,1-2 Year,Yes,43132.0,26.0,17,0
Male,25,1,11.0,1,< 1 Year,No,2630.0,152.0,166,0
Female,28,1,50.0,1,< 1 Year,No,47013.0,152.0,160,0
Male,21,1,35.0,0,< 1 Year,Yes,22527.0,160.0,165,0
Male,46,1,35.0,0,1-2 Year,Yes,37107.0,26.0,116,0
Male,48,1,8.0,1,1-2 Year,No,57433.0,124.0,117,0
Male,26,1,16.0,1,< 1 Year,No,25063.0,152.0,80,0
Male,42,1,28.0,0,1-2 Year,Yes,42506.0,124.0,145,1
Male,21,1,46.0,1,< 1 Year,No,34395.0,160.0,48,0
Female,27,1,26.0,0,< 1 Year,No,21945.0,151.0,26,0
Female,25,1,16.0,0,< 1 Year,Yes,29522.0,152.0,282,0
Male,63,1,28.0,0,1-2 Year,Yes,51537.0,26.0,190,1
Female,37,1,12.0,1,1-2 Year,No,2630.0,26.0,287,0
Female,70,1,28.0,0,> 2 Years,Yes,33143.0,26.0,117,0
Female,44,1,41.0,0,1-2 Year,Yes,22449.0,12.0,235,1
Female,40,1,48.0,0,1-2 Year,Yes,2630.0,156.0,122,0
Male,66,1,50.0,1,1-2 Year,No,26890.0,124.0,102,0
Female,25,1,41.0,0,< 1 Year,Yes,24514.0,124.0,162,0
Female,28,1,5.0,0,< 1 Year,Yes,29286.0,152.0,89,0
Female,23,1,30.0,1,< 1 Year,No,22351.0,152.0,61,0
Male,67,1,46.0,1,1-2 Year,No,30070.0,26.0,61,0
Male,70,1,28.0,0,> 2 Years,Yes,56926.0,26.0,235,1
Female,34,1,37.0,0,1-2 Year,No,31623.0,152.0,92,0
Male,60,1,8.0,0,> 2 Years,Yes,32042.0,124.0,75,0
Female,58,1,28.0,0,> 2 Years,Yes,29127.0,26.0,146,0
Male,24,1,2.0,0,< 1 Year,Yes,30531.0,152.0,20,0
Male,41,1,9.0,1,1-2 Year,No,35283.0,26.0,175,0
Male,58,1,28.0,0,1-2 Year,Yes,2630.0,156.0,120,0
Female,44,1,28.0,0,1-2 Year,Yes,55384.0,147.0,85,0
Female,40,1,16.0,0,1-2 Year,Yes,31705.0,152.0,168,0
Female,45,1,28.0,0,1-2 Year,No,46161.0,124.0,245,0
Male,44,1,28.0,0,> 2 Years,Yes,27935.0,26.0,262,0
Male,26,1,41.0,1,< 1 Year,No,15117.0,152.0,293,0
Female,25,1,3.0,1,< 1 Year,No,28432.0,152.0,10,0
Male,29,1,4.0,0,1-2 Year,Yes,21296.0,124.0,211,0
Female,38,1,21.0,1,1-2 Year,No,33542.0,152.0,17,0
Male,23,1,8.0,1,< 1 Year,No,32668.0,152.0,206,0
Male,45,1,28.0,0,1-2 Year,Yes,37289.0,124.0,17,1
Female,28,1,3.0,1,1-2 Year,No,31604.0,156.0,237,0
Male,58,1,28.0,0,1-2 Year,Yes,34934.0,29.0,147,0
Female,77,1,8.0,1,1-2 Year,Yes,34544.0,26.0,52,0
Female,33,1,28.0,1,1-2 Year,No,2630.0,18.0,94,0
Female,42,1,8.0,0,1-2 Year,Yes,31325.0,124.0,32,0
Female,21,1,15.0,0,< 1 Year,No,45285.0,152.0,86,0
Female,37,1,28.0,0,1-2 Year,Yes,54880.0,139.0,72,0
Male,45,1,8.0,1,1-2 Year,No,34915.0,26.0,48,0
Male,76,1,33.0,1,1-2 Year,No,26669.0,26.0,98,0
Female,20,1,35.0,1,< 1 Year,No,32673.0,160.0,112,0
Male,41,1,33.0,0,1-2 Year,Yes,2630.0,157.0,258,1
Female,23,1,28.0,0,< 1 Year,No,36494.0,152.0,49,0
Female,24,1,21.0,1,< 1 Year,No,27104.0,152.0,271,0
Female,22,1,30.0,1,< 1 Year,No,37111.0,152.0,70,0
Female,23,1,3.0,1,< 1 Year,No,29338.0,152.0,40,0
Female,22,1,6.0,1,< 1 Year,No,32264.0,152.0,204,0
Male,29,1,31.0,1,1-2 Year,No,2630.0,124.0,183,0
Female,51,1,26.0,1,1-2 Year,No,24659.0,26.0,259,0
Male,67,1,33.0,0,1-2 Year,Yes,29344.0,26.0,246,0
Female,24,1,27.0,0,< 1 Year,Yes,15627.0,152.0,41,0
Male,30,1,47.0,0,< 1 Year,Yes,29193.0,152.0,266,1
Male,24,1,14.0,1,< 1 Year,No,35658.0,152.0,105,0
Female,24,1,12.0,1,< 1 Year,No,29183.0,152.0,44,0
Female,53,1,8.0,1,1-2 Year,No,19461.0,19.0,225,0
Male,45,1,3.0,0,1-2 Year,Yes,34218.0,124.0,247,0
Female,45,1,28.0,1,1-2 Year,No,38403.0,26.0,187,0
Female,75,1,28.0,0,1-2 Year,Yes,30444.0,124.0,183,1
Female,26,1,47.0,0,< 1 Year,Yes,29431.0,152.0,202,0
Male,25,1,33.0,1,< 1 Year,No,32589.0,152.0,130,0
Male,24,1,34.0,1,< 1 Year,No,32949.0,152.0,219,0
Male,69,1,14.0,0,1-2 Year,Yes,36235.0,26.0,51,0
Female,23,1,33.0,1,< 1 Year,No,17297.0,152.0,267,0
Female,31,1,21.0,0,1-2 Year,Yes,2630.0,156.0,110,0
Female,38,1,28.0,0,1-2 Year,Yes,38672.0,122.0,280,1
Male,41,1,27.0,0,1-2 Year,Yes,26355.0,124.0,48,0
Male,62,1,36.0,1,1-2 Year,No,55103.0,55.0,155,0
Male,26,1,39.0,0,1-2 Year,Yes,2630.0,124.0,119,0
Male,45,1,28.0,0,1-2 Year,Yes,45337.0,26.0,50,0
Female,62,1,11.0,0,1-2 Year,Yes,27141.0,124.0,61,0
Female,44,1,41.0,0,1-2 Year,Yes,2630.0,26.0,275,0
Female,21,1,45.0,0,< 1 Year,No,27640.0,160.0,31,0
Male,42,1,50.0,0,1-2 Year,No,32427.0,156.0,263,0
Female,24,1,9.0,0,< 1 Year,Yes,32037.0,151.0,100,0
Male,55,1,15.0,0,1-2 Year,Yes,2630.0,156.0,70,0
Male,36,1,28.0,1,1-2 Year,No,45381.0,124.0,279,0
Male,61,1,46.0,0,1-2 Year,Yes,47378.0,124.0,280,0
Female,43,1,28.0,0,> 2 Years,Yes,32131.0,26.0,284,0
Female,60,1,28.0,1,1-2 Year,No,38466.0,25.0,68,0
Female,35,1,28.0,0,1-2 Year,Yes,29775.0,124.0,75,0
Male,42,1,28.0,0,< 1 Year,No,2630.0,1.0,107,0
Female,44,1,28.0,0,1-2 Year,Yes,27589.0,124.0,153,0
Female,59,1,43.0,1,1-2 Year,No,2630.0,23.0,119,0
Male,25,1,28.0,0,< 1 Year,No,28234.0,152.0,220,1
Male,51,1,28.0,0,> 2 Years,Yes,39497.0,26.0,225,0
Male,69,1,41.0,1,1-2 Year,No,33766.0,26.0,126,0
Male,53,1,8.0,1,1-2 Year,No,34860.0,124.0,184,0
Male,48,1,8.0,0,1-2 Year,No,59019.0,26.0,286,0
Female,36,1,3.0,1,1-2 Year,No,55767.0,26.0,42,0
Male,77,1,48.0,1,1-2 Year,No,2630.0,124.0,115,0
Female,26,1,8.0,1,< 1 Year,No,40093.0,152.0,270,0
Female,53,1,6.0,1,1-2 Year,No,34794.0,122.0,196,0
Male,29,1,50.0,0,1-2 Year,No,23901.0,124.0,242,0
Male,40,1,50.0,0,1-2 Year,Yes,18559.0,124.0,124,0
Male,21,1,28.0,0,< 1 Year,Yes,2630.0,160.0,248,0
